0,297.9206049,293.3837429,227.221172,158.8679245,97.73584906,55.09433962,24.1509434,9.433962264
30.68584071,301.6377537,306.9307593,240.7681884,171.6981132,113.5849057,67.9245283,34.33962264,17.35849057
61.77544248,310.6470716,329.9287351,281.1574686,210.1886792,160.754717,110.5660377,67.54716981,41.88679245
92.46128319,304.1562808,338.9388895,318.1449387,258.1132075,223.7735849,175.8490566,120.754717,84.90566038
123.550885,294.640079,332.0691905,336.6060525,295.4716981,282.6415094,253.2075472,191.3207547,144.5283019
155.0442478,286.635328,311.588069,333.8943072,318.1132075,328.3018868,309.4339623,265.6603774,225.6603774
185.7300885,285.059471,298.670057,323.2447262,322.6415094,350.1886792,327.5471698,310.5660377,298.8679245
216.8196903,294.068789,303.142513,320.1557455,313.9622642,336.9811321,310.9433962,286.7924528,273.9622642
247.909292,306.1026816,306.1026816,311.7737591,289.0566038,297.7358491,256.6037736,215.0943396,188.3018868
279.4026549,310.952373,308.683942,292.4268531,256.9811321,235.0943396,183.7735849,132.4528302,103.0188679
310.0884956,306.3519414,301.4370075,261.3613932,212.4528302,166.4150943,114.7169811,65.66037736,40
341.1780973,299.8603142,293.0550212,236.3442461,173.9622642,115.0943396,67.54716981,29.81132075,14.33962264
364,296.4083176,285.8223062,221.5500945,153.9622642,92.83018868,50.18867925,20.37735849,7.547169811
